eval_idx,layer_idx,big_layer_idx,k_mse,v_mse,k_cos,v_cos,k_mse_identity,v_mse_identity,k_cos_identity,v_cos_identity
0,25,32,0.44105345010757446,2.4314818382263184,0.9015320539474487,0.6262472867965698,4.367580413818359,9.858222961425781,0.0074769966304302216,-0.015690762549638748
0,26,34,0.5342088937759399,5.9303812980651855,0.8714289665222168,0.3755173087120056,4.350776195526123,8.484012603759766,0.04816749691963196,0.016527250409126282
0,27,35,0.48476293683052063,5.530726909637451,0.8675777316093445,0.4083302915096283,7.30527400970459,8.285137176513672,-0.25940173864364624,-0.005241395905613899
1,0,0,0.6311810612678528,0.022602137178182602,0.9999337196350098,0.9257733821868896,5255.35693359375,0.2285216599702835,-0.12616895139217377,-0.0006295943167060614
1,1,1,0.3322021961212158,0.030295144766569138,0.9982532858848572,0.8750767707824707,117.39788055419922,0.1943313628435135,-0.013866228982806206,0.0007897010073065758
1,2,3,0.5256785154342651,0.11951958388090134,0.9550573825836182,0.7434934377670288,8.56395435333252,0.49475932121276855,-0.0036002411507070065,0.00039484514854848385
1,3,4,0.49814459681510925,0.14536920189857483,0.9234883785247803,0.7323020696640015,6.577413558959961,0.5180516242980957,-0.03570561856031418,0.013194778934121132
1,4,5,0.5951151251792908,0.2709239721298218,0.8785718083381653,0.6109936833381653,5.777309417724609,0.6832901239395142,-0.00805127527564764,-0.018631605431437492
1,5,6,0.46378573775291443,0.31817519664764404,0.8932647705078125,0.6491823196411133,5.657004356384277,0.8814252614974976,-0.11806780099868774,-0.006231059320271015
1,6,8,0.8400149345397949,0.1874048113822937,0.8500368595123291,0.6935059428215027,5.176809310913086,0.7175239324569702,0.03171852231025696,0.003846387378871441
1,7,9,0.4859822392463684,0.20247378945350647,0.9760163426399231,0.62208092212677,12.996596336364746,0.62176913022995,-0.01985101029276848,0.010448724962770939
1,8,10,0.714848518371582,0.2684866487979889,0.8805510997772217,0.6757186055183411,5.747692108154297,0.9238677024841309,0.009567669592797756,0.0006037361454218626
1,9,12,0.6333506107330322,0.2695469856262207,0.8889245986938477,0.6595237851142883,5.998907089233398,0.9215936064720154,-0.0065121096558868885,-0.027065997943282127
1,10,13,0.5768260955810547,0.37856876850128174,0.8953098058700562,0.5673241019248962,5.7788286209106445,0.9927316904067993,0.06466903537511826,-0.007779910694807768
1,11,14,0.5814145803451538,0.2519223392009735,0.9023531675338745,0.6714515686035156,6.95768404006958,0.8532803058624268,-0.05366267263889313,0.038915351033210754
1,12,16,0.6008046865463257,0.32352903485298157,0.8761751651763916,0.6985799074172974,6.387733459472656,1.0200326442718506,0.014425842091441154,0.0038502970710396767
1,13,17,0.5187104344367981,0.2304394245147705,0.9119492769241333,0.7334791421890259,6.0061726570129395,1.0354846715927124,-0.026873944327235222,-0.012726891785860062
1,14,18,1.089957356452942,0.3893226981163025,0.8039246797561646,0.69716477394104,8.023176193237305,1.3034708499908447,0.21988368034362793,-0.025557585060596466
1,15,19,0.42402225732803345,0.3230038583278656,0.9939818382263184,0.5871758460998535,39.641727447509766,1.1463395357131958,-0.00407944992184639,-0.005715205334126949
1,16,21,0.4720911383628845,0.29253876209259033,0.9206419587135315,0.7497758865356445,6.371611595153809,1.4130899906158447,0.041096314787864685,0.0025872038677334785
1,17,22,0.4085935354232788,0.5820291042327881,0.9115498065948486,0.5604120492935181,4.781126499176025,1.497223973274231,0.03719943389296532,0.005440818145871162
1,18,23,0.46871620416641235,0.3391634225845337,0.9400360584259033,0.724240779876709,7.757589340209961,1.2850761413574219,-0.0511392205953598,0.007093190681189299
1,19,25,0.4139789342880249,0.4286448061466217,0.9269312620162964,0.6862211227416992,5.238725662231445,1.7213473320007324,0.02222105860710144,0.01282014325261116
1,20,26,0.4678073823451996,0.6543275117874146,0.9169634580612183,0.5717213153839111,5.006309986114502,1.7361948490142822,0.12130694091320038,0.0008710494730621576
1,21,27,0.3865560293197632,0.47964370250701904,0.9210792779922485,0.7097166776657104,22.156036376953125,1.8219722509384155,-0.00958530604839325,0.01860680803656578
1,22,29,0.5374135971069336,0.74998539686203,0.9077298045158386,0.5424866080284119,7.179173469543457,1.9607059955596924,0.016759328544139862,-0.005789461079984903
1,23,30,0.38864147663116455,0.8629672527313232,0.9255822896957397,0.6995701789855957,4.79396915435791,3.1142616271972656,0.0025159413926303387,-0.006319721695035696
1,24,31,0.46638166904449463,1.6044148206710815,0.9089646935462952,0.6038032174110413,5.780190467834473,4.5581254959106445,-0.07663975656032562,0.0002372597809880972
1,25,32,0.4077257215976715,2.2688562870025635,0.9072656631469727,0.6310632228851318,4.429018974304199,9.709587097167969,-0.010538898408412933,-0.02072053588926792
1,26,34,0.5165301561355591,5.379178047180176,0.8817952871322632,0.3825627565383911,4.4475555419921875,7.6693572998046875,0.07409663498401642,0.0017892976757138968
1,27,35,0.48074960708618164,4.91456413269043,0.8750854730606079,0.41026246547698975,7.135966777801514,7.446511745452881,-0.2273058295249939,0.001077317981980741
2,0,0,0.6841829419136047,0.02265356294810772,0.9999281167984009,0.9224317073822021,5254.55322265625,0.22473710775375366,-0.12574148178100586,0.009096922352910042
2,1,1,0.3575950264930725,0.03187961131334305,0.9981193542480469,0.87346351146698,117.38455200195312,0.20076167583465576,-0.014323366805911064,-0.002833989216014743
2,2,3,0.5650640726089478,0.1284857988357544,0.953100860118866,0.7440734505653381,8.858283996582031,0.5303088426589966,-0.015750426799058914,-0.00524775218218565
2,3,4,0.5472503900527954,0.15651141107082367,0.9185916781425476,0.7273557782173157,6.730591297149658,0.5359294414520264,-0.039456866681575775,0.022543270140886307
2,4,5,0.6223483085632324,0.25933247804641724,0.8775174021720886,0.6202088594436646,5.957135200500488,0.6808974146842957,-0.0165267251431942,-0.022616703063249588
2,5,6,0.49651145935058594,0.3110637068748474,0.8911855220794678,0.6586178541183472,5.787609577178955,0.8840975165367126,-0.10997236520051956,-0.0015801024856045842
2,6,8,0.8956059217453003,0.1935521960258484,0.845561146736145,0.7013291716575623,5.359324932098389,0.7322921752929688,0.027772847563028336,0.007844274863600731
2,7,9,0.5083005428314209,0.20400457084178925,0.974951982498169,0.6441494226455688,13.089621543884277,0.6482988595962524,-0.027713242918252945,0.008231990039348602
2,8,10,0.7222697734832764,0.2617835998535156,0.8824013471603394,0.6974337100982666,5.8056640625,0.9515281915664673,0.014226187951862812,-0.0020923942793160677
2,9,12,0.6128686666488647,0.24688130617141724,0.894989550113678,0.6874998211860657,6.099120140075684,0.8887372016906738,-0.011260895058512688,-0.02388616092503071
2,10,13,0.5643304586410522,0.35629040002822876,0.9016876220703125,0.6089420318603516,5.776744842529297,1.0204567909240723,0.07894064486026764,0.005517304874956608
2,11,14,0.5694451332092285,0.23326411843299866,0.9057786464691162,0.7056372761726379,6.969165325164795,0.84803307056427,-0.042650558054447174,0.04945141822099686
2,12,16,0.6115685701370239,0.3350346088409424,0.8786603212356567,0.7046194076538086,6.539976119995117,1.0455693006515503,0.007143688853830099,-0.011158619076013565
2,13,17,0.5712635517120361,0.23695825040340424,0.9080295562744141,0.7457197904586792,6.143892765045166,1.1137752532958984,-0.020842373371124268,-0.01353839784860611
2,14,18,1.0715471506118774,0.4123452305793762,0.8060128688812256,0.6902893781661987,8.085713386535645,1.3271164894104004,0.21342241764068604,-0.010472483932971954
2,15,19,0.45072248578071594,0.33833181858062744,0.9935975074768066,0.590035617351532,39.743858337402344,1.2024869918823242,-0.010800845921039581,-0.01636630669236183
2,16,21,0.5004044771194458,0.3044975697994232,0.9139043688774109,0.7454188466072083,6.5186991691589355,1.350107192993164,-0.012369032949209213,0.01938600465655327
2,17,22,0.44223642349243164,0.5572166442871094,0.9098737239837646,0.5838069915771484,4.854752063751221,1.503481149673462,0.0423557311296463,0.0059935241006314754
2,18,23,0.4935499429702759,0.35311663150787354,0.9382030367851257,0.7324007749557495,7.852878570556641,1.3191719055175781,-0.06441841274499893,0.011714400723576546
2,19,25,0.4159253239631653,0.42929327487945557,0.9300270676612854,0.6910884380340576,5.209336280822754,1.7136008739471436,0.036962468177080154,0.00804104097187519
2,20,26,0.4829787015914917,0.6021990180015564,0.9168335199356079,0.6035277843475342,5.029842853546143,1.6807281970977783,0.11351608484983444,0.002062682993710041
2,21,27,0.4116017818450928,0.4748291075229645,0.9177809357643127,0.7237451076507568,22.056564331054688,1.7907341718673706,-0.01841038092970848,0.032755643129348755
2,22,29,0.5764334201812744,0.7698666453361511,0.9061514139175415,0.5433779954910278,7.414897441864014,1.9359917640686035,0.005902919452637434,0.007149245589971542
2,23,30,0.4127413034439087,0.8340804576873779,0.9251406192779541,0.7065350413322449,4.919167518615723,3.0709691047668457,-0.007728325203061104,-0.01309787668287754
2,24,31,0.47682830691337585,1.533408761024475,0.9098886251449585,0.6190643906593323,5.791211128234863,4.558126926422119,-0.07503198832273483,0.007167203351855278
2,25,32,0.4074755311012268,2.1997756958007812,0.9125341773033142,0.6539211273193359,4.546623229980469,9.77421760559082,0.0010489732958376408,-0.014321408234536648
2,26,34,0.5275692939758301,5.576206207275391,0.8838406801223755,0.40034377574920654,4.417926788330078,8.050970077514648,0.07891491800546646,0.00931886862963438
2,27,35,0.48250967264175415,4.91776180267334,0.8784887790679932,0.4532541334629059,7.123335838317871,7.83482027053833,-0.22685004770755768,-0.001019904506392777
3,0,0,0.6518956422805786,0.023204520344734192,0.9999315142631531,0.9252371788024902,5256.3466796875,0.2321767657995224,-0.12625469267368317,0.0017642099410295486
3,1,1,0.3374366760253906,0.031130686402320862,0.9982243776321411,0.873340368270874,117.27337646484375,0.19772189855575562,-0.013452267274260521,-0.01055976189672947
3,2,3,0.5160547494888306,0.116853266954422,0.9551026225090027,0.7462323307991028,8.575204849243164,0.497951477766037,-0.01810072734951973,-0.009328708052635193
3,3,4,0.5100822448730469,0.1453210413455963,0.9235215187072754,0.7354882955551147,6.569822788238525,0.5195223689079285,-0.02459568716585636,0.01715932972729206
3,4,5,0.6224538087844849,0.2795596420764923,0.8764603137969971,0.598388135433197,5.868535995483398,0.6805526614189148,-0.01721256971359253,-0.017428047955036163
3,5,6,0.4861953854560852,0.32636135816574097,0.8927539587020874,0.6458756327629089,5.657712936401367,0.871435284614563,-0.10771030187606812,-0.0021639708429574966
3,6,8,0.8359894752502441,0.1834513545036316,0.8544583320617676,0.7069700956344604,5.216855049133301,0.7220336198806763,0.028492655605077744,0.008452681824564934
3,7,9,0.5032633543014526,0.19719678163528442,0.9753803014755249,0.6455948352813721,13.082405090332031,0.6462894678115845,-0.020793626084923744,-0.002891817130148411
3,8,10,0.6613847017288208,0.25289738178253174,0.8886672258377075,0.687376856803894,5.548921585083008,0.9116758704185486,0.028155028820037842,0.0007617822848260403
3,9,12,0.5969430208206177,0.24817025661468506,0.899506688117981,0.6793747544288635,6.214972496032715,0.8947159051895142,-0.020676251500844955,-0.018204746767878532
3,10,13,0.5087296366691589,0.336309552192688,0.9090536832809448,0.5998573303222656,5.877578258514404,0.9500696659088135,0.05548878759145737,0.0038053197786211967
3,11,14,0.5473531484603882,0.22496941685676575,0.9107978343963623,0.7028821110725403,7.048268795013428,0.8213638067245483,-0.04736272618174553,0.049113139510154724
3,12,16,0.5459815859794617,0.29378587007522583,0.8883230090141296,0.7134108543395996,6.379471778869629,1.0077427625656128,0.02280585654079914,-0.0029028584249317646
3,13,17,0.5098074674606323,0.21132858097553253,0.9160067439079285,0.7527230978012085,5.944667816162109,0.9856611490249634,-0.016711998730897903,0.002031948883086443
3,14,18,1.0550652742385864,0.35751137137413025,0.8111382722854614,0.7120242118835449,8.014681816101074,1.2307255268096924,0.22762379050254822,-0.008072048425674438
3,15,19,0.40387099981307983,0.308677077293396,0.9942983388900757,0.5986807346343994,40.132572174072266,1.0767006874084473,-0.017153210937976837,0.00308056827634573
3,16,21,0.43889451026916504,0.27193933725357056,0.9217115640640259,0.7538089752197266,6.256134986877441,1.3344542980194092,0.012501157820224762,-0.001063760370016098
3,17,22,0.3688088059425354,0.5075464248657227,0.9188320636749268,0.5753607153892517,4.541280746459961,1.433997631072998,0.053285226225852966,-0.01913623698055744
3,18,23,0.43609365820884705,0.3231673836708069,0.9437146186828613,0.7251865267753601,7.76988410949707,1.221447467803955,-0.07382810115814209,-0.012816375121474266
3,19,25,0.4109138548374176,0.4140239953994751,0.9291437864303589,0.6908649206161499,5.274796009063721,1.6565287113189697,0.01106457132846117,-0.0008533715736120939
3,20,26,0.4744758903980255,0.6905049085617065,0.9153966903686523,0.58803391456604,4.9712324142456055,1.8037021160125732,0.12048467993736267,0.009124213829636574
3,21,27,0.4167425036430359,0.5057517290115356,0.9160381555557251,0.7213252782821655,22.2158145904541,1.9636001586914062,-0.01430993527173996,-0.0004617965314537287
3,22,29,0.5674351453781128,0.7913883328437805,0.9049254059791565,0.5371061563491821,7.183759689331055,2.120105743408203,0.01676085591316223,-0.011008031666278839
3,23,30,0.41659003496170044,0.9197770357131958,0.9213059544563293,0.6900891065597534,4.950079917907715,3.281759023666382,-0.02200317569077015,-0.004876349121332169
3,24,31,0.4980795979499817,1.730879545211792,0.9063209295272827,0.5941690802574158,5.7593231201171875,4.879959583282471,-0.06671640276908875,0.0035259320866316557
3,25,32,0.4433540403842926,2.432464361190796,0.9036865234375,0.6305898427963257,4.385013580322266,10.495527267456055,-5.625199992209673e-05,-0.01958218589425087
3,26,34,0.5315776467323303,5.701645374298096,0.8754210472106934,0.3747479319572449,4.461744785308838,8.216307640075684,0.06905233860015869,-0.007876024581491947
3,27,35,0.5065113306045532,5.173694133758545,0.8639096021652222,0.4088159203529358,7.413894176483154,7.984633445739746,-0.24887092411518097,-0.008813201449811459
4,0,0,0.679604172706604,0.02440597489476204,0.9999285936355591,0.9227321147918701,5256.42919921875,0.23413068056106567,-0.12627166509628296,0.005705636460334063
4,1,1,0.347093790769577,0.03157813847064972,0.9981744289398193,0.8745758533477783,117.44044494628906,0.201852947473526,-0.014681661501526833,-0.004190691281110048
4,2,3,0.5216014385223389,0.11763834953308105,0.9549058079719543,0.7493830323219299,8.837888717651367,0.5115498304367065,-0.03441481664776802,-0.002827565185725689
4,3,4,0.5071619749069214,0.1462383270263672,0.920632541179657,0.7424870133399963,6.506413459777832,0.5290563106536865,-0.03225806728005409,0.02880404144525528
4,4,5,0.5995907783508301,0.2636566162109375,0.8779767751693726,0.6141902804374695,5.777673721313477,0.6656215786933899,-0.01839287579059601,-0.01269459817558527
4,5,6,0.4487141966819763,0.30155760049819946,0.8988592624664307,0.6659641265869141,5.636875152587891,0.870498538017273,-0.10356322675943375,0.0026205177418887615
4,6,8,0.8367651700973511,0.1844220757484436,0.8524534702301025,0.7064831256866455,5.128542900085449,0.731397271156311,0.03948292136192322,0.010968012735247612
4,7,9,0.4893895089626312,0.19430941343307495,0.9762787818908691,0.658607006072998,13.222452163696289,0.6570366621017456,-0.02285667508840561,0.005529751535505056
4,8,10,0.6662998199462891,0.2588132917881012,0.8911939263343811,0.6999320387840271,5.692917823791504,0.9729526042938232,0.01996808499097824,-0.012961192987859249
4,9,12,0.5909855365753174,0.2481953650712967,0.9003399610519409,0.690506100654602,6.14028263092041,0.8754678964614868,-0.02680870331823826,-0.007735120598226786
4,10,13,0.5381828546524048,0.34928685426712036,0.9047257900238037,0.6052667498588562,5.929258346557617,0.9927672147750854,0.05135396122932434,-0.002591295400634408
4,11,14,0.5480800867080688,0.22554010152816772,0.9084036350250244,0.7131767868995667,6.755409240722656,0.8429375290870667,-0.025692451745271683,0.03574893996119499
4,12,16,0.5498224496841431,0.28924745321273804,0.8887503147125244,0.7338365912437439,6.419145584106445,1.0173612833023071,0.01837022602558136,-0.005493690259754658
4,13,17,0.4934014081954956,0.20784148573875427,0.9192709922790527,0.7669543623924255,6.086857795715332,1.0255755186080933,-0.022348392754793167,-0.007212240714579821
4,14,18,1.0444135665893555,0.35530441999435425,0.8088616132736206,0.7144790887832642,8.225630760192871,1.2459181547164917,0.2046339213848114,-0.016248196363449097
4,15,19,0.3712061047554016,0.2720857262611389,0.9947795867919922,0.6214537620544434,40.02155685424805,1.055763840675354,-0.006725182756781578,0.0007262978469952941
4,16,21,0.4252001643180847,0.2558397352695465,0.9227794408798218,0.7659295797348022,6.333242893218994,1.2701224088668823,-0.02495485171675682,0.004759182222187519
4,17,22,0.3409537971019745,0.4411209225654602,0.9226590394973755,0.615841805934906,4.695249557495117,1.3114821910858154,0.013915535993874073,0.0015123083721846342
4,18,23,0.39800363779067993,0.2794363796710968,0.947789192199707,0.7560657858848572,7.680992126464844,1.1844149827957153,-0.07178647816181183,0.0015881145372986794
4,19,25,0.3621862828731537,0.34087106585502625,0.9332702159881592,0.7346839904785156,4.95457649230957,1.536635160446167,0.02865222841501236,0.01167738251388073
4,20,26,0.4066992402076721,0.5358022451400757,0.9249215126037598,0.6343140602111816,4.83939790725708,1.5855326652526855,0.12297317385673523,0.008047185838222504
4,21,27,0.3459455966949463,0.40111005306243896,0.9284812211990356,0.7507098913192749,22.6099910736084,1.7141077518463135,-0.00965842418372631,0.018834136426448822
4,22,29,0.486117422580719,0.7039629220962524,0.9167670011520386,0.5795013308525085,7.335163593292236,1.8521145582199097,-0.013508398085832596,0.0025506317615509033
4,23,30,0.34529876708984375,0.8216304183006287,0.9346828460693359,0.7222351431846619,4.727441310882568,3.0949575901031494,-0.0033445428125560284,-0.007547327317297459
4,24,31,0.4200036823749542,1.565460443496704,0.9180240631103516,0.6313583850860596,5.491934776306152,4.622490882873535,-0.04837815463542938,-0.0014965236186981201
4,25,32,0.40134814381599426,2.3601746559143066,0.9148921966552734,0.6565717458724976,4.632820129394531,10.293237686157227,-0.037261031568050385,-0.017231881618499756
4,26,34,0.46531569957733154,5.87461519241333,0.8925654888153076,0.39669254422187805,4.240617752075195,8.126763343811035,0.07679364830255508,-0.012699823826551437
4,27,35,0.4459458291530609,5.210996150970459,0.8854602575302124,0.45658791065216064,7.460419178009033,7.8825178146362305,-0.26701807975769043,0.012371963821351528
5,0,0,0.704909086227417,0.026705678552389145,0.9999259114265442,0.9104630947113037,5253.64404296875,0.2368735373020172,-0.12531818449497223,-0.0037182075902819633
5,1,1,0.3840629458427429,0.03461343050003052,0.9979784488677979,0.8604166507720947,117.37582397460938,0.19557321071624756,-0.016390686854720116,0.002886853413656354
5,2,3,0.591755747795105,0.13867886364459991,0.9492170810699463,0.7149348855018616,8.67042064666748,0.5237085819244385,-0.021627511829137802,-0.006920803338289261
5,3,4,0.5656033754348755,0.16826727986335754,0.9114631414413452,0.707783043384552,6.518463134765625,0.5413326025009155,-0.03955773636698723,0.02228185534477234
5,4,5,0.654076099395752,0.29571211338043213,0.8669070601463318,0.5802972316741943,5.790279388427734,0.6878763437271118,-0.013496354222297668,-0.009767630137503147
5,5,6,0.5226733684539795,0.33392423391342163,0.8823572397232056,0.6409053802490234,5.511950492858887,0.8800868391990662,-0.09616421163082123,0.0014247777871787548
5,6,8,0.9326902627944946,0.21803919970989227,0.8367719650268555,0.6889917254447937,5.288527965545654,0.7879507541656494,0.022442234680056572,0.007989080622792244
5,7,9,0.542151927947998,0.2173793911933899,0.973542332649231,0.6249199509620667,13.124011993408203,0.6616631150245667,-0.02796587534248829,0.010004711337387562
5,8,10,0.7330210208892822,0.2703676223754883,0.8778246641159058,0.6983431577682495,5.694269180297852,0.9907540678977966,0.015962805598974228,-0.0014407720882445574
5,9,12,0.6044360995292664,0.24861079454421997,0.8963038921356201,0.6959753632545471,6.064701080322266,0.9222134351730347,-0.009079348295927048,-0.00579849723726511
5,10,13,0.555988609790802,0.34267163276672363,0.8996657133102417,0.6061452627182007,5.851071834564209,0.9892337322235107,0.0554971918463707,-0.005520558450371027
5,11,14,0.5549564957618713,0.22378399968147278,0.9061586856842041,0.7135488986968994,6.77018928527832,0.8394343256950378,-0.03386949747800827,0.04779161512851715
5,12,16,0.5750646591186523,0.3032018542289734,0.8843460083007812,0.7359538674354553,6.38192081451416,1.0486640930175781,0.010103164240717888,-0.0048276279121637344
5,13,17,0.5126928687095642,0.2154397815465927,0.9160254597663879,0.7746118307113647,5.9109625816345215,1.074983835220337,-0.00538219790905714,-0.011306865140795708
5,14,18,1.024399995803833,0.3723981976509094,0.8144623637199402,0.7186922430992126,8.035987854003906,1.2864482402801514,0.2156183123588562,-0.0012403839500620961
5,15,19,0.3891987204551697,0.29156190156936646,0.9944851398468018,0.6193066835403442,39.14006423950195,1.1327641010284424,0.015035838820040226,0.0039975582621991634
5,16,21,0.4194316864013672,0.264656126499176,0.924069344997406,0.7705079317092896,6.405717849731445,1.319312334060669,-0.02258864976465702,0.004328516777604818
5,17,22,0.36698371171951294,0.47949662804603577,0.9178773164749146,0.6041452884674072,4.698768615722656,1.3964695930480957,0.025478705763816833,-0.005935876630246639
5,18,23,0.4205705225467682,0.2907717525959015,0.9445163011550903,0.7585142850875854,7.528069496154785,1.2342010736465454,-0.06283710896968842,-0.0018946196651086211
5,19,25,0.355457603931427,0.36411088705062866,0.9351315498352051,0.7141096591949463,4.91697883605957,1.539015769958496,0.01863960549235344,0.006846193224191666
5,20,26,0.41075456142425537,0.5956078171730042,0.9239685535430908,0.6118450164794922,4.7609357833862305,1.649522066116333,0.11045071482658386,0.007480345666408539
5,21,27,0.3694571852684021,0.4379463195800781,0.9213405251502991,0.7478857040405273,22.240970611572266,1.8038127422332764,-0.05395098775625229,0.019306696951389313
5,22,29,0.5168373584747314,0.8293905258178711,0.9122762084007263,0.5386515855789185,7.273758411407471,1.980673909187317,-0.01650468446314335,-0.006833354011178017
5,23,30,0.38739895820617676,0.9557962417602539,0.9288172721862793,0.6964312791824341,4.827388763427734,3.276402473449707,-0.020287908613681793,-0.01270169485360384
5,24,31,0.4556092619895935,1.8095402717590332,0.9100714921951294,0.6203435063362122,5.440936088562012,5.182913780212402,-0.0504385381937027,0.0034152655862271786
5,25,32,0.45747458934783936,2.6564440727233887,0.9032984972000122,0.6501888632774353,4.531902313232422,11.508646965026855,-0.0019446793012320995,-0.014773130416870117
5,26,34,0.5439609885215759,7.137117385864258,0.8765759468078613,0.3677947521209717,4.386456489562988,9.706714630126953,0.06100716441869736,-0.00065574049949646
5,27,35,0.5155931711196899,6.230415344238281,0.870112419128418,0.4431091547012329,7.267303466796875,9.404449462890625,-0.23931100964546204,0.007622207514941692
6,0,0,0.6667532324790955,0.024650461971759796,0.9999300241470337,0.9190115928649902,5256.2431640625,0.2267400324344635,-0.1260252445936203,0.0022889687679708004
6,1,1,0.3515312075614929,0.032839085906744,0.9981499910354614,0.8670257329940796,117.28069305419922,0.19813060760498047,-0.014405504800379276,0.0010932940058410168
6,2,3,0.5541503429412842,0.12818211317062378,0.9525306224822998,0.7324385046958923,8.688763618469238,0.5153241157531738,-0.01972772181034088,-0.008919215761125088
6,3,4,0.5375397205352783,0.1573183834552765,0.916635274887085,0.7238470911979675,6.6108269691467285,0.5464441776275635,-0.04298139363527298,0.006019535940140486
6,4,5,0.6268343925476074,0.27182120084762573,0.8699319958686829,0.6036133766174316,5.700544357299805,0.6640866994857788,-0.011043822392821312,0.0010454383445903659
6,5,6,0.5014879703521729,0.31439894437789917,0.8860836029052734,0.6540839076042175,5.530675888061523,0.8717802166938782,-0.10098367929458618,-0.0007180236279964447
6,6,8,0.887710452079773,0.1986391693353653,0.845179557800293,0.6994713544845581,5.215267181396484,0.754880964756012,0.03645367920398712,0.005579398013651371
6,7,9,0.5237036347389221,0.2088618129491806,0.974319577217102,0.6359120607376099,13.010526657104492,0.6555668115615845,-0.018431425094604492,0.004518601112067699
6,8,10,0.7040489912033081,0.2659469246864319,0.8823161125183105,0.6922188997268677,5.647993087768555,0.9575871825218201,0.012430732138454914,0.0005821327213197947
6,9,12,0.5944055318832397,0.24813693761825562,0.8963794708251953,0.6885412931442261,5.889394760131836,0.8941956162452698,-0.007556210272014141,-0.0035125352442264557
