eval_idx,native_vs_big_top1_match,translated_vs_big_top1_match,translated_vs_native_top1_match,native_vs_big_kl_p_to_q,native_vs_big_kl_q_to_p,native_vs_big_js,native_vs_big_tv,native_vs_big_accept_mass,native_vs_big_top5_overlap,native_vs_big_draft_prob_on_target_top1,native_vs_big_target_prob_on_target_top1,translated_vs_big_kl_p_to_q,translated_vs_big_kl_q_to_p,translated_vs_big_js,translated_vs_big_tv,translated_vs_big_accept_mass,translated_vs_big_top5_overlap,translated_vs_big_draft_prob_on_target_top1,translated_vs_big_target_prob_on_target_top1,translated_vs_native_kl_p_to_q,translated_vs_native_kl_q_to_p,translated_vs_native_js,translated_vs_native_tv,translated_vs_native_accept_mass,translated_vs_native_top5_overlap,translated_vs_native_draft_prob_on_target_top1,translated_vs_native_target_prob_on_target_top1,identity_vs_big_top1_match,identity_vs_big_kl_p_to_q,identity_vs_big_kl_q_to_p,identity_vs_big_js,identity_vs_big_tv,identity_vs_big_accept_mass,identity_vs_big_top5_overlap,identity_vs_big_draft_prob_on_target_top1,identity_vs_big_target_prob_on_target_top1
10,0.0,0.0,1.0,3.8388915061950684,5.505064964294434,0.5836429595947266,0.930688202381134,0.06931238621473312,0.4000000059604645,0.009398633614182472,0.1510770171880722,2.486745595932007,3.0205821990966797,0.41189125180244446,0.7590140104293823,0.24098633229732513,0.4000000059604645,0.0432305783033371,0.1510770171880722,1.841980218887329,3.0462214946746826,0.4051969349384308,0.8049459457397461,0.1950545608997345,0.6000000238418579,0.09151913225650787,0.8460380434989929,0.0,7.9961652755737305,6.8999810218811035,0.6287097930908203,0.9570267200469971,0.04297354072332382,0.0,0.00027718418277800083,0.1510770171880722
11,0.0,0.0,1.0,1.5081344842910767,1.41567063331604,0.29395607113838196,0.6875382661819458,0.31246182322502136,0.4000000059604645,0.1979914903640747,0.5273166298866272,3.5558691024780273,4.788875579833984,0.5051542520523071,0.8739352226257324,0.12606516480445862,0.4000000059604645,0.012300297617912292,0.5273166298866272,0.8718934655189514,2.1482861042022705,0.19979172945022583,0.3751196563243866,0.6248806118965149,0.4000000059604645,0.5230218768119812,0.5381967425346375,0.0,4.64500617980957,7.442572593688965,0.5698186159133911,0.8907143473625183,0.1092858538031578,0.20000000298023224,0.009269370697438717,0.5273166298866272
12,1.0,1.0,1.0,0.03384914621710777,0.023869605734944344,0.006788714788854122,0.05256297439336777,0.9474369883537292,0.800000011920929,0.9629103541374207,0.911045491695404,0.20765799283981323,0.7225017547607422,0.06496552377939224,0.2346404790878296,0.7653597593307495,0.6000000238418579,0.684333086013794,0.911045491695404,0.2747637629508972,0.8208348155021667,0.08586879819631577,0.27869081497192383,0.7213093042373657,0.6000000238418579,0.684333086013794,0.9629103541374207,0.0,7.870785713195801,10.493922233581543,0.6459875106811523,0.9452635049819946,0.05473648011684418,0.20000000298023224,0.00017701963952276856,0.911045491695404
13,1.0,0.0,0.0,0.08573518693447113,0.019932575523853302,0.006155629642307758,0.018497586250305176,0.9815024137496948,0.4000000059604645,0.9968988299369812,0.9799473285675049,6.9290080070495605,7.7754998207092285,0.666720449924469,0.9822892546653748,0.01771092787384987,0.0,0.000818990112747997,0.9799473285675049,7.076852798461914,9.337960243225098,0.6849576830863953,0.9965184330940247,0.0034815873950719833,0.0,0.000818990112747997,0.9968988299369812,0.0,7.819061279296875,10.568632125854492,0.6803286075592041,0.9921355247497559,0.007864361628890038,0.20000000298023224,0.00035584569559432566,0.9799473285675049
14,1.0,1.0,1.0,0.00157605588901788,0.004461134783923626,0.0005016819341108203,0.0022792480885982513,0.9977207779884338,0.6000000238418579,0.9957535266876221,0.9979901313781738,0.3354746997356415,1.5108036994934082,0.10936924070119858,0.29119327664375305,0.708807110786438,0.800000011920929,0.7068045139312744,0.9979901313781738,0.32524365186691284,1.1456812620162964,0.1052122712135315,0.28895193338394165,0.711048424243927,0.800000011920929,0.7068045139312744,0.9957535266876221,0.0,2.948491096496582,11.288969993591309,0.5849832892417908,0.9464396238327026,0.05356037989258766,0.800000011920929,0.05155402049422264,0.9979901313781738
15,0.0,0.0,0.0,0.7482714653015137,0.7028579711914062,0.1594071090221405,0.5128921270370483,0.4871079921722412,0.800000011920929,0.10286915302276611,0.3326534926891327,0.6842412948608398,1.3920124769210815,0.17280453443527222,0.4372033476829529,0.5627970695495605,0.6000000238418579,0.14256802201271057,0.3326534926891327,1.5496752262115479,1.8745393753051758,0.3089219033718109,0.644396185874939,0.35560405254364014,0.6000000238418579,0.05943119153380394,0.6707910299301147,0.0,8.397981643676758,13.423323631286621,0.6821607351303101,0.9932805299758911,0.0067193154245615005,0.0,5.203347882343223e-06,0.3326534926891327
16,1.0,0.0,0.0,0.5290387868881226,0.5781037211418152,0.11372987180948257,0.36410510540008545,0.6358952522277832,0.800000011920929,0.38624057173728943,0.5560165047645569,1.0302902460098267,1.4440605640411377,0.21867212653160095,0.5579033493995667,0.4420969486236572,0.6000000238418579,0.23994261026382446,0.5560165047645569,0.7156709432601929,0.7381774187088013,0.14195512235164642,0.41605332493782043,0.5839471220970154,0.6000000238418579,0.23994261026382446,0.38624057173728943,0.0,4.874146461486816,9.345178604125977,0.6346929669380188,0.9649597406387329,0.03504045307636261,0.0,0.004324686713516712,0.5560165047645569
17,1.0,1.0,1.0,0.3858222961425781,0.25793054699897766,0.06976695358753204,0.2960619330406189,0.703938364982605,0.6000000238418579,0.5643901228904724,0.3322458565235138,0.9245631694793701,1.8621211051940918,0.20287954807281494,0.47028306126594543,0.5297171473503113,0.4000000059604645,0.2680126130580902,0.3322458565235138,0.6840860843658447,1.680953025817871,0.18571041524410248,0.4963908791542053,0.503609299659729,0.4000000059604645,0.2680126130580902,0.5643901228904724,0.0,8.765023231506348,13.749329566955566,0.6844033002853394,0.9945573210716248,0.005442611873149872,0.0,2.2852631445857696e-05,0.3322458565235138
18,1.0,1.0,1.0,0.09632764756679535,0.11455561965703964,0.024935737252235413,0.15727576613426208,0.8427245616912842,0.6000000238418579,0.40237075090408325,0.45965126156806946,1.7767231464385986,6.135733604431152,0.37173646688461304,0.7192797064781189,0.2807205319404602,0.20000000298023224,0.13112585246562958,0.45965126156806946,1.5917257070541382,5.313643455505371,0.3447566032409668,0.6908997297286987,0.3091004490852356,0.4000000059604645,0.13112585246562958,0.40237075090408325,0.0,8.131024360656738,13.014312744140625,0.6760793924331665,0.988727867603302,0.011272398754954338,0.0,9.750441677169874e-05,0.45965126156806946
19,1.0,0.0,0.0,0.1242418885231018,0.13185745477676392,0.0300469808280468,0.17020222544670105,0.8297984004020691,0.800000011920929,0.09187962859869003,0.09101173281669617,2.351592540740967,3.778735399246216,0.4262407124042511,0.7688913941383362,0.23110896348953247,0.0,0.002916959347203374,0.09101173281669617,2.3055825233459473,3.869664192199707,0.4167134165763855,0.7563688158988953,0.243631511926651,0.0,0.002916959347203374,0.09187962859869003,0.0,5.543273448944092,8.786287307739258,0.637731671333313,0.9623542428016663,0.03764602541923523,0.0,3.0352439353009686e-05,0.09101173281669617
20,1.0,1.0,1.0,0.27319496870040894,0.1768711507320404,0.04626540094614029,0.16501706838607788,0.8349830508232117,0.4000000059604645,0.814032256603241,0.7050142288208008,0.6327766180038452,0.6400120258331299,0.1153576672077179,0.29966622591018677,0.7003341317176819,0.4000000059604645,0.5694583058357239,0.7050142288208008,0.2958390712738037,0.5260486006736755,0.08280330896377563,0.29446136951446533,0.705538809299469,0.6000000238418579,0.5694583058357239,0.814032256603241,0.0,8.807363510131836,14.390385627746582,0.6613906621932983,0.97151780128479,0.028482429683208466,0.0,0.00010370149539085105,0.7050142288208008
21,1.0,0.0,0.0,0.2040863186120987,0.2759856879711151,0.05575557053089142,0.2826329171657562,0.7173671722412109,0.6000000238418579,0.5261670351028442,0.7851760387420654,2.3856706619262695,4.552779197692871,0.46029332280158997,0.7988744378089905,0.201125830411911,0.6000000238418579,0.03849189728498459,0.7851760387420654,1.6462122201919556,3.2140450477600098,0.35374701023101807,0.7200337648391724,0.27996647357940674,0.6000000238418579,0.03849189728498459,0.5261670351028442,0.0,9.523146629333496,12.850006103515625,0.6886814832687378,0.9971073269844055,0.0028927777893841267,0.0,5.4066931625129655e-05,0.7851760387420654
22,1.0,0.0,0.0,0.18909773230552673,0.20740535855293274,0.043490730226039886,0.15637335181236267,0.8436267375946045,0.6000000238418579,0.617122232913971,0.6029642820358276,2.8845531940460205,4.186832427978516,0.43637216091156006,0.7743669748306274,0.22563305497169495,0.20000000298023224,0.008974381722509861,0.6029642820358276,2.8203976154327393,4.605408191680908,0.4294300973415375,0.7408282160758972,0.2591719329357147,0.20000000298023224,0.008974381722509861,0.617122232913971,0.0,5.860218524932861,10.706299781799316,0.638340413570404,0.9572158455848694,0.04278432950377464,0.0,0.0006741105462424457,0.6029642820358276
23,1.0,1.0,1.0,0.3291530907154083,0.2666199505329132,0.05947057902812958,0.24642232060432434,0.7535780668258667,0.800000011920929,0.231923446059227,0.3402986526489258,1.1744312047958374,1.6537107229232788,0.22680699825286865,0.5116299390792847,0.48837023973464966,0.6000000238418579,0.21089407801628113,0.3402986526489258,1.2321199178695679,1.6489816904067993,0.2432338297367096,0.5179258584976196,0.48207443952560425,0.4000000059604645,0.21089407801628113,0.231923446059227,0.0,12.307366371154785,9.081449508666992,0.6448943018913269,0.9551345705986023,0.04486558958888054,0.20000000298023224,9.840367454216903e-08,0.3402986526489258
24,0.0,0.0,0.0,0.3037988543510437,0.3511047065258026,0.07697391510009766,0.32416167855262756,0.6758385300636292,0.6000000238418579,0.12076163291931152,0.31700989603996277,3.518543243408203,13.230990409851074,0.6034778356552124,0.9454408884048462,0.05455953627824783,0.0,0.0036594963166862726,0.31700989603996277,3.0279643535614014,10.159894943237305,0.5884764194488525,0.9451656937599182,0.05483482778072357,0.0,0.004146752879023552,0.12076163291931152,0.0,1.7414528131484985,8.001333236694336,0.39399707317352295,0.744378924369812,0.25562113523483276,0.0,0.023238016292452812,0.31700989603996277
25,1.0,0.0,0.0,0.0562681183218956,0.04435395449399948,0.012097358703613281,0.10457765311002731,0.8954223394393921,0.800000011920929,0.89821857213974,0.7965112328529358,3.2297933101654053,3.9172286987304688,0.46338433027267456,0.7890458106994629,0.2109544426202774,0.4000000059604645,0.011486096307635307,0.7965112328529358,3.7669317722320557,4.252739906311035,0.5299037098884583,0.8890883326530457,0.11091174185276031,0.6000000238418579,0.011486096307635307,0.89821857213974,0.0,15.402101516723633,14.264457702636719,0.686722993850708,0.9947589635848999,0.005241071339696646,0.0,4.250872720490406e-08,0.7965112328529358
26,1.0,1.0,1.0,0.011947603896260262,0.022820277139544487,0.0033102938905358315,0.010756627656519413,0.9892436861991882,0.6000000238418579,0.9854198694229126,0.9916205406188965,1.5866575241088867,5.291413307189941,0.4127362370491028,0.7952389121055603,0.20476126670837402,0.4000000059604645,0.19642791152000427,0.9916205406188965,1.5539950132369995,4.404069900512695,0.40150004625320435,0.789527177810669,0.21047328412532806,0.6000000238418579,0.19642791152000427,0.9854198694229126,0.0,11.920783996582031,11.546845436096191,0.6889981031417847,0.9973370432853699,0.002663249848410487,0.0,6.065869911253685e-06,0.9916205406188965
27,1.0,0.0,0.0,0.14539137482643127,0.17391839623451233,0.03531865030527115,0.20201009511947632,0.7979902625083923,0.800000011920929,0.15921032428741455,0.22259525954723358,0.618217945098877,0.7103090882301331,0.13307008147239685,0.41204771399497986,0.587952733039856,0.800000011920929,0.06875529885292053,0.22259525954723358,0.5112542510032654,0.46804308891296387,0.09690824151039124,0.31063783168792725,0.6893627643585205,0.800000011920929,0.06875529885292053,0.15921032428741455,0.0,4.2034735679626465,6.685745716094971,0.5475821495056152,0.8630773425102234,0.13692282140254974,0.20000000298023224,0.011206316761672497,0.22259525954723358
28,0.0,0.0,0.0,0.643150269985199,0.78700190782547,0.15822598338127136,0.5238205194473267,0.47617974877357483,1.0,0.1764443814754486,0.5944784283638,3.5978033542633057,2.6025214195251465,0.4224857687950134,0.7342208027839661,0.26577967405319214,0.4000000059604645,0.0021090509835630655,0.5944784283638,2.8062970638275146,1.7663298845291138,0.35710829496383667,0.6902135014533997,0.30978676676750183,0.4000000059604645,0.005385650787502527,0.47962555289268494,0.0,9.579046249389648,12.320085525512695,0.6857035160064697,0.9950634241104126,0.004936979152262211,0.0,5.596314076683484e-05,0.5944784283638
29,0.0,1.0,0.0,0.4577336013317108,0.39462152123451233,0.09514687210321426,0.3816225230693817,0.6183777451515198,0.6000000238418579,0.3671196401119232,0.598886251449585,1.0770014524459839,2.8526244163513184,0.28120505809783936,0.6306205987930298,0.3693799674510956,0.4000000059604645,0.25151386857032776,0.598886251449585,1.4705989360809326,2.6967601776123047,0.3136020004749298,0.6202833652496338,0.3797172009944916,0.6000000238418579,0.03857090324163437,0.5341559052467346,0.0,7.540354251861572,10.240131378173828,0.671392560005188,0.985867977142334,0.014132199808955193,0.0,0.00020440678054001182,0.598886251449585
30,1.0,0.0,0.0,1.3504141569137573,1.7347898483276367,0.15800508856773376,0.29604604840278625,0.7039541602134705,0.20000000298023224,0.6680958271026611,0.7644173502922058,7.710202693939209,7.451846122741699,0.5975608825683594,0.9134595394134521,0.08654068410396576,0.0,5.165271068108268e-05,0.7644173502922058,7.505084037780762,7.753659248352051,0.6370849609375,0.9594350457191467,0.040564972907304764,0.0,5.165271068108268e-05,0.6680958271026611,0.0,14.738749504089355,12.283846855163574,0.6782951951026917,0.9899884462356567,0.010011700913310051,0.0,2.0175676240796747e-08,0.7644173502922058
31,0.0,0.0,0.0,1.5476406812667847,1.7079176902770996,0.29263007640838623,0.6296058893203735,0.3703944683074951,0.20000000298023224,0.002014138037338853,0.08312641829252243,2.53859806060791,5.021923065185547,0.43012285232543945,0.7757126688957214,0.2242874801158905,0.0,0.0025030176620930433,0.08312641829252243,2.4941248893737793,3.1612367630004883,0.3898656964302063,0.7244707345962524,0.27552929520606995,0.0,0.0028362905140966177,0.3387259840965271,0.0,7.098150730133057,10.567512512207031,0.6464555263519287,0.9660263061523438,0.03397386521100998,0.0,8.092362122624763e-07,0.08312641829252243
32,1.0,1.0,1.0,0.23943495750427246,0.23551157116889954,0.05460850149393082,0.2575431764125824,0.7424571514129639,1.0,0.4639167785644531,0.3742033541202545,1.3581514358520508,3.0862348079681396,0.2977587580680847,0.6176498532295227,0.38235047459602356,0.6000000238418579,0.16772815585136414,0.3742033541202545,0.9616265296936035,2.5041122436523438,0.24879500269889832,0.5943295359611511,0.4056708812713623,0.6000000238418579,0.16772815585136414,0.4639167785644531,0.0,8.397387504577637,13.178102493286133,0.6819494366645813,0.99278724193573,0.0072128246538341045,0.0,6.826141179772094e-05,0.3742033541202545
33,1.0,1.0,1.0,0.34550997614860535,0.29592758417129517,0.06836001574993134,0.28843995928764343,0.7115603089332581,1.0,0.5637049078941345,0.38220804929733276,0.7422647476196289,1.3973493576049805,0.1446683257818222,0.28888314962387085,0.7111173868179321,0.800000011920929,0.3736240267753601,0.38220804929733276,0.4130781888961792,0.7568842172622681,0.09384628385305405,0.29045480489730835,0.7095458507537842,0.800000011920929,0.3736240267753601,0.5637049078941345,0.0,5.067570209503174,11.346485137939453,0.6607668995857239,0.9842380285263062,0.01576218754053116,0.0,0.0034271366894245148,0.38220804929733276
34,1.0,0.0,0.0,0.1219642236828804,0.20119096338748932,0.035418082028627396,0.1644914597272873,0.8355087041854858,1.0,0.5459871888160706,0.6905186772346497,4.867787837982178,2.282987117767334,0.42383915185928345,0.7637557983398438,0.23624469339847565,0.20000000298023224,0.0005907746963202953,0.6905186772346497,4.034205913543701,1.7439930438995361,0.3746613562107086,0.7169162034988403,0.28308409452438354,0.20000000298023224,0.0005907746963202953,0.5459871888160706,0.0,9.735330581665039,10.207180976867676,0.6753605604171753,0.9880659580230713,0.011934557929635048,0.0,9.413010957359802e-06,0.6905186772346497
35,1.0,0.0,0.0,0.0004787736397702247,0.0017851802986115217,0.00016206965665332973,0.0005314949667081237,0.9994685649871826,0.6000000238418579,0.9993799328804016,0.9999108910560608,2.0009632110595703,9.461641311645508,0.4856640696525574,0.8648303747177124,0.13516980409622192,0.800000011920929,0.13508053123950958,0.9999108910560608,1.996020793914795,6.633422374725342,0.4837546944618225,0.8643008470535278,0.1356993466615677,0.800000011920929,0.13508053123950958,0.9993799328804016,0.0,3.6042351722717285,17.022018432617188,0.6300354599952698,0.9727298617362976,0.02727016620337963,0.6000000238418579,0.027180885896086693,0.9999108910560608
36,1.0,1.0,1.0,0.10460995882749557,0.15776732563972473,0.028507735580205917,0.10405805706977844,0.8959421515464783,0.800000011920929,0.6404587626457214,0.6464177370071411,1.5687947273254395,0.8042303919792175,0.1389731764793396,0.3790847361087799,0.6209154725074768,0.4000000059604645,0.446992963552475,0.6464177370071411,0.9500465989112854,0.6756289005279541,0.1190919280052185,0.3554556369781494,0.6445446014404297,0.4000000059604645,0.446992963552475,0.6404587626457214,1.0,2.966299057006836,5.893756866455078,0.5001980066299438,0.8729796409606934,0.1270204335451126,0.20000000298023224,0.10078120976686478,0.6464177370071411
37,1.0,1.0,1.0,0.04371169954538345,0.06733113527297974,0.00990423932671547,0.03260694444179535,0.967393159866333,0.4000000059604645,0.9549177885055542,0.9765672087669373,0.26719367504119873,1.0055586099624634,0.08480867743492126,0.24751542508602142,0.7524848580360413,0.4000000059604645,0.736085057258606,0.9765672087669373,0.20690539479255676,0.5703042149543762,0.06486178189516068,0.2238248735666275,0.7761755585670471,0.6000000238418579,0.736085057258606,0.9549177885055542,0.0,9.980738639831543,14.33720874786377,0.6882472038269043,0.9964652061462402,0.0035346434451639652,0.0,3.9177069993456826e-05,0.9765672087669373
38,0.0,0.0,0.0,1.2195110321044922,1.3308112621307373,0.24076992273330688,0.6073682308197021,0.3926320970058441,0.6000000238418579,0.06543104350566864,0.31084761023521423,6.722442626953125,2.9460368156433105,0.4937407374382019,0.8490606546401978,0.1509396731853485,0.0,2.0056254470546264e-06,0.31084761023521423,3.0977766513824463,3.3227624893188477,0.4870632588863373,0.8657159805297852,0.13428431749343872,0.0,0.03662390634417534,0.42666399478912354,0.0,8.270829200744629,8.064310073852539,0.6525360345840454,0.9715237021446228,0.028476571664214134,0.0,3.354834007041063e-06,0.31084761023521423
39,1.0,0.0,0.0,0.17030645906925201,0.11298783868551254,0.032134126871824265,0.18302935361862183,0.816970944404602,0.6000000238418579,0.7783441543579102,0.6118074059486389,1.3169450759887695,2.8874523639678955,0.3060789704322815,0.6148014068603516,0.38519880175590515,0.800000011920929,0.07433348149061203,0.6118074059486389,1.7015572786331177,3.242391586303711,0.36390239000320435,0.7041273713111877,0.29587289690971375,0.4000000059604645,0.07433348149061203,0.7783441543579102,0.0,5.144965171813965,15.847289085388184,0.6430653929710388,0.9674190878868103,0.03258107975125313,0.0,0.0019484739750623703,0.6118074059486389
40,0.0,0.0,0.0,0.17693935334682465,0.19857244193553925,0.04128432646393776,0.233054518699646,0.7669457197189331,0.800000011920929,0.2157597839832306,0.3743899464607239,1.8245208263397217,2.0602662563323975,0.338412880897522,0.7167952060699463,0.28320521116256714,0.4000000059604645,0.011614909395575523,0.3743899464607239,1.4425816535949707,1.8191473484039307,0.30978575348854065,0.6991839408874512,0.30081647634506226,0.4000000059604645,0.11019918322563171,0.45676347613334656,0.0,7.2874932289123535,9.860715866088867,0.6359211802482605,0.9650537371635437,0.03494637459516525,0.20000000298023224,1.3112033911966137e-06,0.3743899464607239
41,1.0,0.0,0.0,0.23024329543113708,0.22102339565753937,0.047085221856832504,0.1719849705696106,0.8280152082443237,0.800000011920929,0.7829504609107971,0.7075631618499756,2.1239609718322754,5.9692230224609375,0.48276013135910034,0.8609932065010071,0.13900721073150635,0.20000000298023224,0.08564490079879761,0.7075631618499756,1.9713910818099976,5.824362277984619,0.4607125222682953,0.8360528945922852,0.16394737362861633,0.20000000298023224,0.08564490079879761,0.7829504609107971,0.0,10.149242401123047,9.62485408782959,0.6739194393157959,0.985980212688446,0.014019913040101528,0.0,1.1239692867093254e-05,0.7075631618499756
42,1.0,1.0,1.0,0.06268642842769623,0.08474142849445343,0.017155680805444717,0.12715978920459747,0.8728403449058533,0.800000011920929,0.38745784759521484,0.42465782165527344,0.6349088549613953,1.4274215698242188,0.1672532558441162,0.4153767228126526,0.5846236348152161,0.6000000238418579,0.2478647083044052,0.42465782165527344,0.534417450428009,0.9693517684936523,0.13911330699920654,0.3882174491882324,0.611782968044281,0.6000000238418579,0.2478647083044052,0.38745784759521484,0.0,11.17390251159668,19.137657165527344,0.6913507580757141,0.9987120032310486,0.0012881184229627252,0.0,2.43113208853174e-06,0.42465782165527344
